Alias,Women Count,Men Count,Total Voters,Turnout,Perc Turnout,GD Share of the turnout,GD vote count,GD share of the perc turnout,
00.83.01,615,636,1251,810,0.65,0.62716,508,0.40607514,
00.83.02,515,494,1009,648,0.64,0.5216,338,0.334985134,
00.83.03,680,661,1341,889,0.66,0.67267,598,0.445935869,
00.83.04,228,259,487,295,0.61,0.62712,185,0.379876797,
00.83.05,1047,1159,2206,1470,0.67,0.66259,974,0.441523119,
00.83.06,355,408,763,516,0.68,0.61628,318,0.416775885,
00.83.07,728,730,1458,889,0.61,0.60292,536,0.367626886,
00.83.08,413,419,832,544,0.65,0.65809,358,0.430288462,
00.83.09,281,292,573,386,0.67,0.65803,254,0.443280977,
00.83.10,602,675,1277,752,0.59,0.67686,509,0.398590446,
00.83.11,548,619,1167,709,0.61,0.58956,418,0.358183376,
00.83.12,628,649,1277,705,0.55,0.50355,355,0.277995301,
00.83.13,683,706,1389,829,0.6,0.50905,422,0.303815695,
00.83.14,531,600,1131,699,0.62,0.58369,408,0.360742706,
00.83.15,595,666,1261,762,0.6,0.62073,473,0.375099128,
00.83.16,1182,1258,2440,1359,0.56,0.53716,730,0.299180328,
00.83.17,873,901,1774,1002,0.56,0.56986,571,0.321871477,
00.83.18,556,602,1158,622,0.54,0.59164,368,0.317789292,
00.83.19,497,559,1056,615,0.58,0.57236,352,0.333333333,
00.83.20,463,468,931,562,0.6,0.51068,287,0.308270677,
00.83.21,694,742,1436,819,0.57,0.63858,523,0.364206128,
00.83.22,259,280,539,338,0.63,0.62722,212,0.393320965,
00.83.23,225,206,431,280,0.65,0.48929,137,0.317865429,
00.83.24,357,369,726,598,0.82,0.46321,277,0.3815427,
00.83.25,515,680,1195,838,0.7,0.5537,464,0.388284519,
00.83.26,614,656,1270,861,0.68,0.56562,487,0.383464567,
00.83.27,738,704,1442,986,0.68,0.59533,587,0.407073509,
00.83.28,573,590,1163,764,0.66,0.62958,481,0.413585555,
00.83.29,471,530,1001,625,0.62,0.584,365,0.364635365,
00.83.30,912,963,1875,1278,0.68,0.58216,744,0.3968,
00.83.31,388,438,826,518,0.63,0.63127,327,0.395883777,
00.83.32,688,743,1431,861,0.6,0.62369,537,0.375262055,
00.83.33,119,147,266,171,0.64,0.56725,97,0.364661654,
00.83.34,619,681,1300,894,0.69,0.69239,619,0.476153846,
00.83.35,308,320,628,397,0.63,0.74559,296,0.47133758,
00.83.36,268,268,536,335,0.63,0.62985,211,0.393656716,
00.83.37,163,176,339,257,0.76,0.68093,175,0.516224189,
00.83.38,237,260,497,335,0.67,0.70448,236,0.474849095,
00.83.39,160,168,328,254,0.77,0.70472,179,0.545731707,
00.83.40,369,383,752,581,0.77,0.65749,382,0.507978723,
00.83.41,251,258,509,344,0.68,0.60174,207,0.406679764,
00.84.01,889,725,1614,1117,0.69,0.59534,665,0.412019827,
00.84.02,241,234,475,276,0.58,0.78261,216,0.454736842,
00.84.03,189,176,365,215,0.59,0.70698,152,0.416438356,
00.84.04,420,455,875,571,0.65,0.69002,394,0.450285714,
00.84.05,269,262,531,318,0.6,0.73585,234,0.440677966,
00.84.06,173,197,370,226,0.61,0.71239,161,0.435135135,
00.84.07,308,298,606,351,0.58,0.61538,216,0.356435644,
00.84.08,217,223,440,287,0.65,0.60279,173,0.393181818,
00.84.09,199,225,424,290,0.68,0.55172,160,0.377358491,
00.84.10,295,342,637,428,0.67,0.59346,254,0.398744113,
00.84.11,475,488,963,651,0.68,0.45929,299,0.310488058,
00.84.12,168,184,352,244,0.69,0.68443,167,0.474431818,
00.84.13,275,280,555,337,0.61,0.77448,261,0.47027027,
00.84.14,169,173,342,224,0.65,0.63393,142,0.415204678,
00.84.15,187,165,352,239,0.68,0.7113,170,0.482954545,
00.84.16,309,325,634,379,0.6,0.56201,213,0.335962145,
00.84.17,561,540,1101,747,0.68,0.72557,542,0.492279746,
00.84.18,379,374,753,543,0.72,0.77716,422,0.560424967,
00.84.19,112,101,213,140,0.66,0.70714,99,0.464788732,
00.84.20,156,139,295,191,0.65,0.73822,141,0.477966102,
00.84.21,109,127,236,114,0.48,0.62281,71,0.300847458,
00.84.22,323,394,717,332,0.46,0.62651,208,0.290097629,
00.84.23,277,277,554,390,0.7,0.78462,306,0.55234657,
00.84.24,207,193,400,252,0.63,0.60317,152,0.38,
00.84.25,218,233,451,270,0.6,0.70741,191,0.423503326,
00.84.26,206,222,428,273,0.64,0.63736,174,0.406542056,
00.84.27,154,153,307,128,0.42,0.65625,84,0.273615635,
00.84.28,116,119,235,143,0.61,0.54545,78,0.331914894,
00.84.29,98,107,205,147,0.72,0.73469,108,0.526829268,
00.84.30,215,263,478,293,0.61,0.6314,185,0.387029289,
00.84.31,298,297,595,360,0.61,0.60556,218,0.366386555,
00.84.32,159,166,325,187,0.58,0.71658,134,0.412307692,
00.84.33,74,88,162,93,0.57,0.82796,77,0.475308642,
00.84.34,123,123,246,149,0.61,0.67785,101,0.410569106,
00.84.35,206,213,419,257,0.61,0.67704,174,0.415274463,
00.84.36,213,193,406,241,0.59,0.58091,140,0.344827586,
00.84.37,122,97,219,123,0.56,0.62602,77,0.351598174,
00.84.38,207,225,432,254,0.59,0.74016,188,0.435185185,
00.84.39,252,244,496,277,0.56,0.79061,219,0.441532258,
00.84.40,271,264,535,327,0.61,0.71254,233,0.435514019,
00.84.41,281,302,583,317,0.54,0.7224,229,0.392795883,
00.84.42,75,75,150,75,0.5,0.86667,65,0.433333333,
00.84.43,87,112,199,88,0.44,0.76136,67,0.336683417,
00.84.44,141,149,290,180,0.62,0.71111,128,0.44137931,
00.84.45,127,134,261,203,0.78,0.7734,157,0.601532567,
00.84.46,62,60,122,80,0.66,0.55,44,0.360655738,
00.84.47,52,63,115,60,0.52,0.56667,34,0.295652174,
00.84.48,203,184,387,227,0.59,0.69163,157,0.405684755,
00.84.49,171,183,354,257,0.73,0.86381,222,0.627118644,
00.84.50,140,145,285,178,0.62,0.68539,122,0.428070175,
00.84.51,85,80,165,106,0.64,0.58491,62,0.375757576,
00.84.52,134,131,265,202,0.76,0.77228,156,0.588679245,
00.84.53,150,152,302,184,0.61,0.625,115,0.380794702,
